Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
712852233,Blue,465,0,78,26-03-2023,Week-13,Q1,2023,6663.0,765,4583,78,0.115,Swipe ,Grocery,1054.09,1,37,M,2,Graduate,Single,NJ,91750,yes,yes,no,cellular,Blue-collar,69549,3
712853358,Blue,190,0,76,26-03-2023,Week-13,Q1,2023,1817.0,0,2216,44,0.0,Swipe ,Bills,421.04,1,42,F,2,Doctorate,Unknown,FL,91750,no,yes,no,unknown,White-collar,23646,3
712854633,Blue,245,0,87,26-03-2023,Week-13,Q1,2023,11320.0,0,2845,57,0.0,Chip ,Bills,199.15,0,43,F,3,High School,Married,TX,91750,no,yes,no,unknown,Blue-collar,32938,1
712855683,Blue,175,0,114,26-03-2023,Week-13,Q1,2023,3350.0,1335,4906,89,0.399,Swipe ,Bills,1128.38,0,46,M,4,Uneducated,Single,CA,91750,yes,no,no,cellular,Businessman,84913,3
712860858,Blue,225,1,120,26-03-2023,Week-13,Q1,2023,5264.0,0,4943,70,0.0,Chip ,Entertainment,1334.61,0,46,M,4,Uneducated,Married,TX,91750,yes,yes,no,unknown,Businessman,86659,3
712863183,Blue,290,1,95,26-03-2023,Week-13,Q1,2023,10018.0,829,13819,114,0.083,Chip ,Entertainment,2487.42,0,57,M,4,Unknown,Single,TX,91750,no,no,no,cellular,White-collar,144014,2
712864683,Blue,470,0,90,26-03-2023,Week-13,Q1,2023,1438.3,0,1693,37,0.0,Chip ,Entertainment,237.02,0,38,F,1,Uneducated,Married,TX,91750,yes,no,no,unknown,Selfemployeed,14975,2
712865583,Blue,150,0,72,26-03-2023,Week-13,Q1,2023,3301.0,2517,3939,69,0.762,Online ,Bills,630.24,0,49,F,3,Uneducated,Married,NV,91750,no,no,no,cellular,White-collar,45636,2
712866933,Blue,245,0,107,26-03-2023,Week-13,Q1,2023,10824.0,0,3700,73,0.0,Chip ,Grocery,629.0,0,45,F,2,Graduate,Unknown,TX,91750,no,yes,no,cellular,Blue-collar,40705,3
712867983,Blue,325,0,142,26-03-2023,Week-13,Q1,2023,3006.0,633,5177,66,0.211,Online ,Entertainment,673.01,0,57,M,4,High School,Married,NY,91750,no,no,no,cellular,Govt,95280,1
712868733,Blue,125,0,48,26-03-2023,Week-13,Q1,2023,2595.0,2189,1562,27,0.844,Swipe ,Entertainment,406.12,0,52,F,2,Unknown,Married,NY,91750,no,no,no,cellular,Selfemployeed,14975,3
712869783,Blue,300,0,117,26-03-2023,Week-13,Q1,2023,4255.0,0,4606,79,0.0,Swipe ,Food,1197.56,0,47,M,3,Graduate,Single,NM,91750,no,yes,no,cellular,Retirees,70602,3
712872183,Blue,450,1,82,26-03-2023,Week-13,Q1,2023,3271.0,1367,2464,92,0.418,Swipe ,Bills,369.6,0,43,F,3,High School,Unknown,FL,91750,no,yes,no,unknown,Selfemployeed,28010,2
712874433,Blue,125,0,113,26-03-2023,Week-13,Q1,2023,2326.0,642,5413,90,0.276,Swipe ,Bills,487.17,0,53,M,3,Unknown,Married,NY,91750,no,yes,no,cellular,White-collar,98986,3
712876233,Blue,245,1,136,26-03-2023,Week-13,Q1,2023,5272.0,1515,1289,33,0.287,Swipe ,Bills,232.02,0,55,F,2,Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,11346,3
712877733,Blue,220,1,139,26-03-2023,Week-13,Q1,2023,12882.0,1402,4407,84,0.109,Chip ,Grocery,1233.96,0,48,M,0,Doctorate,Married,CA,91750,yes,yes,no,cellular,White-collar,60785,3
712879158,Gold,275,1,107,26-03-2023,Week-13,Q1,2023,6224.0,2201,7693,70,0.354,Swipe ,Fuel,1461.67,0,38,M,4,Post-Graduate,Single,NY,91750,yes,yes,no,cellular,Blue-collar,106682,3
712880283,Blue,200,0,80,26-03-2023,Week-13,Q1,2023,4048.0,1113,1757,45,0.275,Swipe ,Bills,281.12,0,49,F,2,Graduate,Single,TX,91750,no,yes,yes,cellular,Retirees,15188,1
712881483,Blue,250,0,92,26-03-2023,Week-13,Q1,2023,9959.0,1890,2041,45,0.19,Swipe ,Entertainment,530.66,0,56,F,2,Doctorate,Married,NY,91750,yes,no,no,cellular,White-collar,20595,2
712884408,Blue,175,1,130,26-03-2023,Week-13,Q1,2023,5700.0,1904,7939,95,0.334,Swipe ,Food,1984.75,0,42,M,4,Uneducated,Single,NY,91750,yes,no,no,cellular,Govt,109279,2
712885533,Blue,380,1,140,26-03-2023,Week-13,Q1,2023,11882.0,1472,3291,62,0.124,Chip ,Entertainment,691.11,0,50,F,2,High School,Married,CA,91750,yes,yes,no,unknown,White-collar,36059,3
712886733,Blue,445,0,109,26-03-2023,Week-13,Q1,2023,1780.0,1338,4268,87,0.752,Chip ,Entertainment,896.28,0,49,F,4,Graduate,Married,IA,91750,yes,no,no,unknown,Govt,55840,3
712887633,Blue,250,1,41,26-03-2023,Week-13,Q1,2023,25008.0,876,1753,43,0.035,Swipe ,Travel,473.31,0,49,F,1,Doctorate,Single,NV,91750,no,yes,no,cellular,Retirees,15025,2
712890408,Blue,100,0,79,26-03-2023,Week-13,Q1,2023,2221.0,1343,1338,30,0.605,Swipe ,Fuel,133.8,0,54,F,2,Post-Graduate,Single,TX,91750,no,yes,no,unknown,Blue-collar,12139,3
712891833,Blue,195,1,65,26-03-2023,Week-13,Q1,2023,2723.0,1902,3875,84,0.698,Swipe ,Fuel,1123.75,0,47,M,3,Uneducated,Unknown,CA,91750,no,no,no,cellular,Businessman,44160,3
712894308,Blue,150,1,106,26-03-2023,Week-13,Q1,2023,2888.0,0,4345,75,0.0,Chip ,Bills,912.45,0,33,M,1,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,58520,2
712895733,Blue,490,1,77,26-03-2023,Week-13,Q1,2023,34516.0,572,8659,81,0.017,Swipe ,Entertainment,692.72,0,48,M,4,Unknown,Single,CA,91750,yes,no,no,cellular,Govt,115979,3
712899333,Silver,245,1,93,26-03-2023,Week-13,Q1,2023,4256.0,1084,1100,29,0.255,Swipe ,Travel,154.0,0,50,F,1,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,6550,3
712900308,Blue,300,1,94,26-03-2023,Week-13,Q1,2023,1751.0,0,2078,37,0.0,Online ,Entertainment,249.36,0,33,F,3,Uneducated,Single,CA,91750,no,no,no,telephone,White-collar,21229,1
712901283,Blue,140,1,104,26-03-2023,Week-13,Q1,2023,2121.0,0,1464,32,0.0,Chip ,Bills,380.64,0,43,F,3,Post-Graduate,Married,TX,91750,no,no,no,telephone,Retirees,14745,3
712902483,Blue,125,0,169,26-03-2023,Week-13,Q1,2023,2066.0,1699,1895,43,0.822,Swipe ,Fuel,151.6,0,55,F,0,Uneducated,Married,TX,91750,yes,yes,no,telephone,Blue-collar,17936,2
712905708,Blue,100,1,101,26-03-2023,Week-13,Q1,2023,2590.0,1564,1188,40,0.604,Swipe ,Fuel,237.6,0,55,F,2,Unknown,Single,TX,91750,yes,no,no,unknown,Selfemployeed,8250,2
712912233,Blue,375,0,116,26-03-2023,Week-13,Q1,2023,3468.0,2221,14222,122,0.64,Chip ,Bills,1137.76,0,50,M,5,Uneducated,Married,TX,91750,no,no,no,cellular,Businessman,156583,3
712914783,Blue,410,1,104,26-03-2023,Week-13,Q1,2023,7564.0,0,4743,82,0.0,Chip ,Grocery,1328.04,0,40,M,3,Graduate,Unknown,CA,91750,yes,yes,no,cellular,Govt,76470,3
712916958,Blue,175,1,106,26-03-2023,Week-13,Q1,2023,12494.0,0,7026,69,0.0,Swipe ,Grocery,702.6,0,48,M,3,Graduate,Married,VA,91750,no,yes,no,cellular,Blue-collar,101597,2
712918083,Blue,140,1,105,26-03-2023,Week-13,Q1,2023,2211.0,768,7527,88,0.347,Swipe ,Food,1204.32,0,48,M,2,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,104569,1
712920633,Blue,225,0,160,26-03-2023,Week-13,Q1,2023,1438.3,0,4348,79,0.0,Chip ,Bills,478.28,0,46,M,3,Graduate,Married,FL,91750,no,yes,yes,cellular,Selfemployeed,58630,2
712924383,Blue,435,1,161,26-03-2023,Week-13,Q1,2023,8411.0,979,990,22,0.116,Swipe ,Bills,69.3,0,49,F,3,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,5225,3
712925808,Blue,340,1,85,26-03-2023,Week-13,Q1,2023,2710.0,0,4724,60,0.0,Swipe ,Food,755.84,0,53,M,0,High School,Married,TX,91750,no,yes,no,cellular,Blue-collar,75419,1
712927383,Blue,140,1,73,26-03-2023,Week-13,Q1,2023,1438.3,642,1939,49,0.446,Chip ,Entertainment,329.63,0,62,F,1,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,18864,1
712931733,Blue,300,1,71,26-03-2023,Week-13,Q1,2023,2636.0,1257,7136,82,0.477,Swipe ,Grocery,1355.84,0,55,M,1,High School,Married,NY,91750,yes,no,no,cellular,Govt,101925,1
712933083,Blue,245,0,125,26-03-2023,Week-13,Q1,2023,3127.0,2378,2292,49,0.76,Swipe ,Bills,641.76,0,44,F,5,Unknown,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,24994,3
712934583,Silver,95,1,104,26-03-2023,Week-13,Q1,2023,11879.0,0,3490,62,0.0,Chip ,Entertainment,977.2,0,29,M,0,Post-Graduate,Married,TX,91750,yes,yes,no,cellular,White-collar,37941,3
712936908,Blue,110,0,138,26-03-2023,Week-13,Q1,2023,11684.0,1786,2969,88,0.153,Swipe ,Entertainment,207.83,0,42,F,0,Unknown,Married,TX,91750,no,yes,no,cellular,Blue-collar,33986,3
712938258,Silver,150,1,66,26-03-2023,Week-13,Q1,2023,12695.0,1613,8328,94,0.127,Swipe ,Grocery,582.96,0,56,M,1,Unknown,Married,NJ,91750,no,no,no,telephone,Businessman,113377,2
712939533,Blue,175,0,51,26-03-2023,Week-13,Q1,2023,21585.0,986,3789,70,0.046,Chip ,Grocery,568.35,0,73,M,0,High School,Married,IL,91750,yes,yes,no,cellular,Govt,42237,1
712940508,Blue,175,0,111,26-03-2023,Week-13,Q1,2023,4562.0,1721,1896,50,0.377,Swipe ,Bills,303.36,0,46,F,3,Unknown,Unknown,CA,91750,yes,yes,yes,unknown,Retirees,17996,2
712941483,Silver,150,0,77,26-03-2023,Week-13,Q1,2023,3735.0,0,6826,61,0.0,Chip ,Travel,1092.16,0,46,M,3,Graduate,Unknown,NJ,91750,no,yes,no,unknown,Businessman,101364,2
712942308,Blue,175,1,89,26-03-2023,Week-13,Q1,2023,11535.0,1527,3730,67,0.132,Chip ,Bills,373.0,0,43,F,3,Post-Graduate,Single,CA,91750,yes,no,no,unknown,Govt,41126,3
712943508,Blue,250,0,101,26-03-2023,Week-13,Q1,2023,6921.0,1023,4608,79,0.148,Swipe ,Fuel,1336.32,0,46,F,4,Post-Graduate,Married,CA,91750,yes,yes,no,cellular,White-collar,70641,1
712947333,Blue,200,1,76,26-03-2023,Week-13,Q1,2023,5139.0,0,1653,44,0.0,Chip ,Fuel,479.37,0,48,F,5,Unknown,Single,TX,91750,yes,no,no,cellular,Selfemployeed,14975,1
712948383,Gold,350,0,98,26-03-2023,Week-13,Q1,2023,34516.0,0,7396,100,0.0,Swipe ,Food,1109.4,0,49,M,4,High School,Single,TX,91750,yes,yes,no,cellular,Businessman,103446,3
712949733,Blue,300,1,79,26-03-2023,Week-13,Q1,2023,6340.0,1985,3536,61,0.313,Swipe ,Bills,495.04,0,47,F,2,Uneducated,Single,NY,91750,yes,no,yes,cellular,Businessman,38493,3
712950783,Blue,415,0,117,26-03-2023,Week-13,Q1,2023,2732.0,0,739,16,0.0,Swipe ,Bills,162.58,0,65,F,0,Uneducated,Single,NY,91750,no,no,no,cellular,Selfemployeed,2565,2
712952283,Blue,150,1,99,26-03-2023,Week-13,Q1,2023,34516.0,1638,14474,121,0.047,Swipe ,Grocery,1592.14,0,32,M,3,Unknown,Single,NJ,91750,no,no,no,cellular,Businessman,170984,3
712953483,Blue,150,1,86,26-03-2023,Week-13,Q1,2023,1682.0,0,1811,39,0.0,Swipe ,Food,398.42,0,58,F,1,Unknown,Married,NY,91750,yes,no,no,unknown,Selfemployeed,16293,1
712955433,Blue,480,1,77,26-03-2023,Week-13,Q1,2023,4370.0,1222,7223,90,0.28,Swipe ,Bills,1950.21,0,44,M,4,Doctorate,Married,FL,91750,yes,yes,no,cellular,Govt,102283,3
712960308,Blue,370,0,50,26-03-2023,Week-13,Q1,2023,8070.0,2350,2117,61,0.291,Swipe ,Bills,402.23,0,46,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,21799,3
712961658,Blue,455,1,78,26-03-2023,Week-13,Q1,2023,3335.0,2238,5321,78,0.671,Swipe ,Bills,319.26,0,41,M,3,Unknown,Married,CA,91750,no,no,no,cellular,Blue-collar,97982,3
712965183,Blue,245,1,101,26-03-2023,Week-13,Q1,2023,2689.0,2101,1188,35,0.781,Swipe ,Grocery,95.04,0,42,F,5,Doctorate,Married,NY,91750,no,yes,yes,cellular,Selfemployeed,8250,3
712966458,Blue,465,0,106,26-03-2023,Week-13,Q1,2023,8065.0,0,14807,115,0.0,Chip ,Bills,1776.84,0,21,F,1,Unknown,Single,NY,91750,yes,no,no,unknown,Businessman,185905,3
712967508,Blue,435,0,102,26-03-2023,Week-13,Q1,2023,2572.0,1093,5038,86,0.425,Online ,Bills,1309.88,0,43,M,4,Graduate,Married,FL,91750,no,no,yes,unknown,Businessman,91003,2
712968708,Blue,250,0,105,26-03-2023,Week-13,Q1,2023,2343.0,1780,5167,78,0.76,Swipe ,Fuel,568.37,0,55,M,4,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,95026,3
712971708,Blue,200,1,167,26-03-2023,Week-13,Q1,2023,3139.0,1089,4648,80,0.347,Chip ,Bills,278.88,0,37,M,1,High School,Married,FL,91750,yes,no,no,cellular,Selfemployeed,72539,1
712973733,Blue,415,1,44,26-03-2023,Week-13,Q1,2023,14607.0,1480,1393,38,0.101,Swipe ,Bills,111.44,0,45,F,3,Graduate,Unknown,NY,91750,yes,no,no,cellular,Blue-collar,13208,3
712974558,Blue,345,1,75,26-03-2023,Week-13,Q1,2023,5254.0,0,4546,89,0.0,Swipe ,Entertainment,1272.88,0,43,M,1,Graduate,Married,CA,91750,no,yes,no,cellular,Govt,68162,1
712977183,Silver,250,0,97,26-03-2023,Week-13,Q1,2023,19482.0,1072,1421,22,0.055,Swipe ,Travel,184.73,0,54,F,3,High School,Married,FL,91750,yes,yes,yes,unknown,Blue-collar,13698,2
712979133,Blue,225,1,44,26-03-2023,Week-13,Q1,2023,27560.0,900,646,10,0.033,Swipe ,Bills,161.5,0,44,F,4,Graduate,Single,NY,91750,no,yes,yes,cellular,Selfemployeed,1250,3
712980333,Blue,335,1,48,26-03-2023,Week-13,Q1,2023,24149.0,1848,2584,66,0.077,Swipe ,Grocery,310.08,0,56,F,3,Unknown,Single,NY,91750,no,no,yes,cellular,White-collar,30269,3
712981383,Silver,100,1,107,26-03-2023,Week-13,Q1,2023,10790.0,1930,1052,16,0.179,Swipe ,Bills,263.0,0,58,F,4,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,5525,3
712982808,Blue,380,1,109,26-03-2023,Week-13,Q1,2023,1438.3,0,2388,42,0.0,Online ,Fuel,692.52,0,41,F,2,Uneducated,Married,CA,91750,no,yes,no,cellular,Blue-collar,26433,2
712984983,Blue,390,1,91,26-03-2023,Week-13,Q1,2023,2248.0,1853,7739,101,0.824,Swipe ,Bills,1857.36,0,49,M,1,Graduate,Single,NE,91750,no,yes,no,cellular,Govt,107469,1
712986483,Blue,365,1,114,26-03-2023,Week-13,Q1,2023,15412.0,0,3993,73,0.0,Swipe ,Bills,838.53,1,63,F,0,Graduate,Married,FL,91750,no,no,yes,cellular,Selfemployeed,47013,2
712987608,Blue,295,0,107,26-03-2023,Week-13,Q1,2023,1438.3,1153,4263,84,0.802,Chip ,Fuel,511.56,1,59,F,1,Graduate,Single,NY,91750,no,yes,no,telephone,Govt,55691,2
712988958,Blue,465,0,63,26-03-2023,Week-13,Q1,2023,2021.0,1731,3253,62,0.857,Swipe ,Entertainment,943.37,1,49,F,1,Unknown,Married,CA,91750,no,yes,no,unknown,Govt,35737,1
712990458,Silver,470,1,68,26-03-2023,Week-13,Q1,2023,31699.0,1976,13653,113,0.062,Swipe ,Bills,3276.72,1,55,M,3,Graduate,Single,NY,91750,no,no,no,unknown,White-collar,136223,1
712991808,Blue,390,1,126,26-03-2023,Week-13,Q1,2023,2451.0,1690,1596,26,0.69,Swipe ,Travel,351.12,1,46,F,3,Uneducated,Married,NY,91750,no,no,no,unknown,Selfemployeed,14975,2
712993008,Blue,370,0,106,26-03-2023,Week-13,Q1,2023,3819.0,1882,4533,68,0.493,Swipe ,Bills,498.63,1,53,M,1,Graduate,Married,TX,91750,yes,yes,no,telephone,Govt,67440,3
712996833,Blue,250,1,79,26-03-2023,Week-13,Q1,2023,2392.0,1129,4309,86,0.472,Chip ,Fuel,301.63,0,35,M,3,Unknown,Single,TX,91750,no,yes,no,cellular,White-collar,57140,2
712998033,Blue,245,0,96,26-03-2023,Week-13,Q1,2023,7361.0,0,2109,44,0.0,Swipe ,Fuel,442.89,0,50,F,4,Graduate,Single,CA,91750,yes,yes,no,telephone,Retirees,21635,2
712999008,Blue,195,1,82,26-03-2023,Week-13,Q1,2023,2628.0,1771,4316,72,0.674,Chip ,Travel,733.72,0,40,M,3,Unknown,Single,TX,91750,yes,yes,yes,cellular,Businessman,57543,3
713000058,Silver,300,0,151,26-03-2023,Week-13,Q1,2023,16406.0,0,4075,75,0.0,Online ,Bills,448.25,0,36,F,3,Graduate,Single,CA,91750,yes,no,no,telephone,White-collar,49635,2
713003358,Blue,370,1,115,26-03-2023,Week-13,Q1,2023,29338.0,159,4983,40,0.005,Swipe ,Grocery,1245.75,0,39,M,3,High School,Married,TX,91750,yes,yes,no,cellular,Retirees,88551,3
713004933,Blue,285,1,95,26-03-2023,Week-13,Q1,2023,6813.0,2332,2634,51,0.342,Swipe ,Fuel,342.42,0,59,F,0,High School,Married,FL,91750,no,yes,no,unknown,White-collar,31041,2
713005908,Blue,200,0,120,26-03-2023,Week-13,Q1,2023,2255.0,1733,4772,83,0.769,Swipe ,Grocery,1383.88,0,49,M,4,Uneducated,Unknown,NY,91750,yes,no,yes,cellular,Retirees,77694,2
713008308,Blue,195,1,59,26-03-2023,Week-13,Q1,2023,7692.0,1678,1861,42,0.218,Swipe ,Entertainment,372.2,0,45,F,4,High School,Single,TX,91750,no,no,no,unknown,Govt,17241,3
713009208,Blue,250,1,81,26-03-2023,Week-13,Q1,2023,2077.0,1634,4292,66,0.787,Chip ,Grocery,1201.76,0,45,M,4,Unknown,Unknown,CA,91750,yes,no,no,cellular,White-collar,56615,3
713010483,Blue,440,1,61,26-03-2023,Week-13,Q1,2023,2936.0,2379,1572,57,0.81,Swipe ,Bills,377.28,0,44,F,3,Unknown,Single,CA,91750,yes,yes,no,unknown,Selfemployeed,14975,2
713011683,Blue,480,1,101,26-03-2023,Week-13,Q1,2023,11239.0,0,2055,43,0.0,Swipe ,Fuel,390.45,0,30,F,0,Unknown,Married,CA,91750,no,no,no,unknown,Blue-collar,20794,1
713013483,Blue,455,1,126,26-03-2023,Week-13,Q1,2023,1438.3,915,3754,58,0.636,Swipe ,Fuel,225.24,0,44,F,2,Graduate,Unknown,TX,91750,yes,yes,no,telephone,Govt,41559,3
713014533,Blue,285,0,110,26-03-2023,Week-13,Q1,2023,5632.0,1596,3557,64,0.283,Chip ,Fuel,924.82,0,55,F,2,Graduate,Unknown,CA,91750,no,no,no,cellular,Retirees,38781,3
713015433,Blue,370,0,53,26-03-2023,Week-13,Q1,2023,2407.0,1102,4543,71,0.458,Swipe ,Entertainment,363.44,0,49,M,3,High School,Married,CA,91750,no,yes,no,cellular,Blue-collar,67917,3
713016633,Blue,200,0,104,26-03-2023,Week-13,Q1,2023,5344.0,1582,1984,36,0.296,Swipe ,Entertainment,238.08,0,34,F,2,Post-Graduate,Single,CA,91750,no,no,no,cellular,Govt,19652,3
713017758,Blue,225,0,47,26-03-2023,Week-13,Q1,2023,1636.0,1135,5056,85,0.694,Online ,Travel,1112.32,0,34,M,3,Graduate,Married,FL,91750,no,no,no,cellular,Businessman,91706,3
713019783,Blue,125,1,53,26-03-2023,Week-13,Q1,2023,2644.0,1794,4081,72,0.679,Online ,Food,897.82,0,44,F,4,High School,Single,CA,91750,yes,yes,no,cellular,Blue-collar,49722,1
713021208,Silver,190,0,83,26-03-2023,Week-13,Q1,2023,34516.0,0,1353,40,0.0,Swipe ,Fuel,202.95,0,52,F,2,Unknown,Married,TX,91750,yes,no,no,unknown,Blue-collar,12327,2
713023158,Blue,355,0,109,26-03-2023,Week-13,Q1,2023,2901.0,2143,4239,78,0.739,Chip ,Food,508.68,0,48,M,2,Graduate,Single,TX,91750,yes,no,no,cellular,Businessman,54826,1
713025558,Blue,470,1,76,26-03-2023,Week-13,Q1,2023,1438.3,0,1935,47,0.0,Chip ,Food,425.7,0,56,F,1,Graduate,Single,NY,91750,no,no,no,cellular,White-collar,18753,3
713027058,Blue,250,1,89,26-03-2023,Week-13,Q1,2023,2292.0,0,2595,31,0.0,Swipe ,Food,441.15,0,47,F,2,High School,Single,CA,91750,yes,no,yes,unknown,Selfemployeed,30380,1
713029683,Blue,375,1,90,26-03-2023,Week-13,Q1,2023,1873.0,468,4738,82,0.25,Swipe ,Fuel,284.28,0,44,M,3,High School,Single,TX,91750,no,yes,yes,cellular,Govt,76221,3
713030958,Blue,100,0,77,26-03-2023,Week-13,Q1,2023,3914.0,0,1964,54,0.0,Swipe ,Bills,451.72,0,50,F,1,High School,Single,TX,91750,no,no,no,telephone,Retirees,19255,3
713032233,Blue,175,1,158,26-03-2023,Week-13,Q1,2023,2708.0,2271,4812,83,0.839,Chip ,Fuel,1010.52,0,38,M,1,Uneducated,Married,FL,91750,no,no,no,telephone,White-collar,79362,1
713036208,Blue,365,1,97,26-03-2023,Week-13,Q1,2023,6903.0,2091,15751,107,0.303,Chip ,Grocery,4567.79,0,45,F,2,Doctorate,Married,NY,91750,no,no,yes,cellular,Businessman,222791,3
713037333,Blue,150,0,88,26-03-2023,Week-13,Q1,2023,21430.0,0,3561,57,0.0,Chip ,Fuel,640.98,0,48,F,3,Uneducated,Single,TX,91750,yes,no,yes,cellular,Govt,38813,3
713039808,Blue,275,1,103,26-03-2023,Week-13,Q1,2023,6637.0,0,1801,48,0.0,Swipe ,Bills,432.24,0,39,F,1,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,16069,3
713041683,Blue,450,0,108,02-04-2023,Week-14,Q2,2023,4697.0,0,1867,34,0.0,Swipe ,Bills,186.7,0,63,F,0,Unknown,Single,TX,91750,no,no,no,cellular,White-collar,17298,3
713043183,Blue,275,0,106,02-04-2023,Week-14,Q2,2023,2572.0,1969,4313,84,0.766,Chip ,Bills,1078.25,0,38,F,4,High School,Single,NJ,91750,no,no,no,cellular,Blue-collar,57289,1
713047608,Blue,245,1,113,02-04-2023,Week-14,Q2,2023,2387.0,2013,2134,41,0.843,Swipe ,Food,256.08,0,36,F,2,Post-Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,22135,3
713048733,Blue,150,0,80,02-04-2023,Week-14,Q2,2023,34516.0,1871,4054,75,0.054,Chip ,Bills,405.4,0,46,M,5,High School,Single,NY,91750,yes,yes,no,cellular,Govt,48879,2
713049933,Blue,275,0,86,02-04-2023,Week-14,Q2,2023,5756.0,0,2144,44,0.0,Swipe ,Bills,214.4,0,50,F,3,High School,Married,UT,91750,yes,yes,no,unknown,White-collar,22445,2
713053383,Blue,95,0,48,02-04-2023,Week-14,Q2,2023,34516.0,781,853,12,0.023,Swipe ,Entertainment,170.6,0,48,F,4,Doctorate,Single,TX,91750,no,yes,no,unknown,Selfemployeed,2565,3
713056083,Blue,450,1,92,02-04-2023,Week-14,Q2,2023,34516.0,0,4037,87,0.0,Chip ,Bills,1170.73,0,59,F,0,Post-Graduate,Single,TX,91750,yes,no,no,cellular,Businessman,48316,2
713057658,Blue,175,1,65,02-04-2023,Week-14,Q2,2023,3968.0,935,4128,72,0.236,Chip ,Fuel,371.52,0,47,F,4,Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,51090,3
713058858,Blue,95,0,79,02-04-2023,Week-14,Q2,2023,1695.0,913,2130,48,0.539,Swipe ,Entertainment,553.8,0,31,F,1,Graduate,Single,TX,91750,no,yes,no,unknown,Blue-collar,22025,3
713060283,Blue,330,0,93,02-04-2023,Week-14,Q2,2023,7135.0,1164,3746,81,0.163,Swipe ,Grocery,749.2,0,53,F,1,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,41404,2
713061558,Blue,225,1,69,02-04-2023,Week-14,Q2,2023,4010.0,1247,1088,24,0.311,Swipe ,Bills,228.48,0,38,F,2,Graduate,Single,CA,91750,no,yes,no,unknown,Selfemployeed,5525,3
713063958,Blue,355,0,74,02-04-2023,Week-14,Q2,2023,7562.0,1080,5010,85,0.143,Swipe ,Entertainment,851.7,0,51,M,4,High School,Single,TX,91750,no,yes,no,cellular,Businessman,89811,2
713064783,Blue,405,1,124,02-04-2023,Week-14,Q2,2023,5362.0,2057,4205,83,0.384,Swipe ,Grocery,756.9,0,49,F,3,Post-Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,53618,3
713067033,Blue,405,1,40,02-04-2023,Week-14,Q2,2023,7147.0,1424,2539,50,0.199,Swipe ,Bills,482.41,0,47,F,2,Doctorate,Single,TX,91750,no,no,no,cellular,Retirees,29460,2
713068833,Blue,295,0,82,02-04-2023,Week-14,Q2,2023,1438.3,894,4687,85,0.622,Swipe ,Grocery,421.83,0,33,M,3,Graduate,Single,NY,91750,yes,no,no,cellular,Blue-collar,74218,1
713070033,Blue,125,0,110,02-04-2023,Week-14,Q2,2023,1438.3,787,4830,79,0.547,Online ,Food,676.2,0,48,M,3,Graduate,Single,CA,91750,no,yes,yes,cellular,White-collar,79912,2
713071383,Blue,400,1,112,02-04-2023,Week-14,Q2,2023,3723.0,1728,8554,99,0.464,Swipe ,Grocery,2052.96,0,52,M,4,Uneducated,Married,NY,91750,yes,no,no,cellular,Businessman,115030,1
713072358,Silver,175,1,111,02-04-2023,Week-14,Q2,2023,34516.0,1356,12878,104,0.039,Chip ,Bills,3477.06,0,55,M,3,Graduate,Single,TX,91750,no,no,no,cellular,White-collar,121440,2
713075283,Blue,125,1,103,02-04-2023,Week-14,Q2,2023,20741.0,2504,1818,51,0.121,Swipe ,Bills,181.8,0,40,F,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,16415,3
713079108,Blue,470,1,82,02-04-2023,Week-14,Q2,2023,1858.0,925,3660,72,0.498,Swipe ,Grocery,1061.4,0,44,F,4,Unknown,Married,TX,91750,no,yes,no,cellular,Selfemployeed,39984,2
713081583,Blue,245,0,98,02-04-2023,Week-14,Q2,2023,2350.0,1272,4647,86,0.541,Swipe ,Entertainment,371.76,0,42,M,5,Unknown,Married,FL,91750,no,no,no,cellular,Retirees,72536,3
713082708,Blue,250,0,102,02-04-2023,Week-14,Q2,2023,4953.0,991,4183,67,0.2,Swipe ,Food,376.47,0,47,M,4,Unknown,Single,NY,91750,no,yes,no,cellular,White-collar,52765,1
