Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
*********,41,M,3,Doctorate,Single,TX,91750,yes,no,no,cellular,Retirees,85981,3
*********,41,M,2,Doctorate,Married,UT,91750,no,yes,no,cellular,Businessman,52950,2
*********,39,M,2,Unknown,Unknown,TX,91750,no,no,no,cellular,Businessman,126439,1
*********,55,M,0,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,60020,1
*********,37,F,3,High School,Single,MI,91750,no,no,no,cellular,Selfemployeed,14975,2
*********,40,M,3,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,95077,1
*********,65,F,1,Graduate,Single,NY,91750,no,no,no,unknown,Selfemployeed,14975,2
*********,53,F,2,Graduate,Married,CA,91750,no,yes,yes,unknown,Blue-collar,20405,2
*********,58,F,0,Uneducated,Unknown,TX,91750,yes,yes,no,telephone,Selfemployeed,14975,3
*********,36,M,4,Doctorate,Married,UT,91750,yes,no,yes,cellular,Selfemployeed,67145,3
*********,56,F,1,Unknown,Married,CA,91750,no,no,no,cellular,Selfemployeed,54921,3
*********,51,M,2,Unknown,Married,CA,91750,yes,yes,no,cellular,Govt,95699,3
*********,55,M,0,Doctorate,Married,CA,91750,no,no,no,cellular,Govt,93040,3
*********,50,F,3,Post-Graduate,Single,WA,91750,no,yes,no,unknown,Selfemployeed,48536,1
*********,51,M,3,Graduate,Single,TX,91750,yes,no,no,telephone,Govt,114988,2
*********,26,F,1,Uneducated,Single,FL,91750,no,no,no,unknown,Selfemployeed,14975,2
*********,34,F,2,Graduate,Unknown,TX,91750,no,no,no,unknown,Blue-collar,15484,3
*********,56,M,3,Uneducated,Married,FL,91750,yes,no,no,cellular,White-collar,123414,3
*********,49,M,3,High School,Single,FL,91750,no,no,no,cellular,White-collar,56575,3
*********,56,F,3,Graduate,Single,FL,91750,no,yes,no,cellular,Businessman,156076,3
*********,41,M,2,Graduate,Single,NY,91750,no,no,no,cellular,Selfemployeed,69235,2
*********,50,F,4,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,14975,2
*********,55,M,1,Doctorate,Single,NY,91750,no,no,no,cellular,Retirees,78433,3
*********,57,M,2,Graduate,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,71723,1
*********,57,M,1,Graduate,Unknown,CA,91750,no,yes,no,cellular,White-collar,98193,2
*********,42,F,3,Uneducated,Single,CA,91750,yes,yes,no,cellular,Retirees,37625,3
*********,39,M,2,Doctorate,Single,CA,91750,yes,no,no,cellular,Govt,63651,2
*********,38,F,0,Uneducated,Single,CA,91750,yes,yes,no,unknown,White-collar,36794,3
*********,42,M,3,High School,Married,TX,91750,yes,no,no,cellular,Retirees,45716,2
*********,55,M,2,High School,Single,FL,91750,no,yes,no,cellular,Selfemployeed,42908,1
*********,45,F,4,Doctorate,Unknown,NJ,91750,yes,no,no,unknown,Selfemployeed,5525,2
*********,46,M,3,Uneducated,Married,NY,91750,no,no,yes,telephone,Retirees,70704,2
*********,35,F,2,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,14975,3
*********,49,M,1,Graduate,Single,FL,91750,no,no,no,unknown,White-collar,147447,3
*********,47,M,3,Post-Graduate,Unknown,MN,91750,no,no,no,cellular,White-collar,118831,3
*********,51,M,2,Graduate,Married,NY,91750,yes,no,no,cellular,Blue-collar,59285,3
*********,54,F,1,Graduate,Unknown,NY,91750,yes,yes,no,cellular,White-collar,34818,3
*********,49,M,3,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,46013,3
*********,38,M,2,High School,Married,NY,91750,yes,no,no,cellular,Businessman,114772,1
*********,40,F,3,Uneducated,Married,NY,91750,no,no,no,unknown,Selfemployeed,19950,3
*********,41,F,4,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,49299,1
*********,41,M,4,Graduate,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,54328,3
*********,42,M,2,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,109168,1
*********,51,F,0,Graduate,Married,CA,91750,no,no,no,unknown,Retirees,30557,3
*********,57,F,2,Graduate,Married,FL,91750,no,no,no,cellular,Blue-collar,22430,1
*********,35,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,32551,3
*********,38,F,3,Post-Graduate,Married,CA,91750,yes,no,no,cellular,Selfemployeed,11385,2
*********,45,F,5,Post-Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,5225,3
*********,61,F,0,Graduate,Single,CA,91750,no,no,no,cellular,Blue-collar,45266,1
*********,45,M,2,Uneducated,Unknown,NJ,91750,no,no,no,cellular,Businessman,104586,1
*********,47,F,5,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,22129,3
*********,27,F,0,Unknown,Single,CA,91750,yes,yes,no,cellular,Govt,37793,1
*********,43,M,3,Post-Graduate,Married,TX,91750,yes,no,no,cellular,Govt,58964,3
*********,46,F,3,High School,Single,CA,91750,no,yes,no,cellular,Blue-collar,50310,1
*********,57,F,0,Unknown,Married,CA,91750,no,yes,no,unknown,Blue-collar,14029,2
*********,40,F,4,Uneducated,Married,NJ,91750,yes,no,yes,cellular,Businessman,235039,2
*********,37,M,3,Graduate,Married,CA,91750,yes,yes,no,cellular,Govt,76798,1
*********,49,M,2,High School,Married,NY,91750,no,no,no,cellular,White-collar,63977,2
*********,45,F,2,Graduate,Married,MI,91750,no,no,no,cellular,Selfemployeed,32665,3
*********,42,F,3,Unknown,Married,NY,91750,no,no,no,cellular,Govt,35023,2
*********,52,M,3,Unknown,Single,TX,91750,no,yes,no,unknown,Businessman,109516,1
*********,35,F,3,Graduate,Married,FL,91750,yes,yes,yes,cellular,Businessman,42161,2
*********,34,F,2,High School,Married,FL,91750,no,no,no,cellular,White-collar,138682,1
*********,65,M,2,Unknown,Single,CA,91750,no,no,no,cellular,White-collar,32029,2
*********,36,M,2,Graduate,Single,CA,91750,yes,no,no,cellular,Businessman,119774,3
*********,52,F,4,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,13102,3
*********,62,F,0,Graduate,Single,FL,91750,no,yes,no,unknown,Selfemployeed,14975,1
*********,35,F,3,Uneducated,Married,FL,91750,no,no,no,cellular,Retirees,28453,3
*********,40,F,3,Graduate,Single,FL,91750,yes,no,no,cellular,Selfemployeed,8250,1
*********,38,F,1,High School,Unknown,MO,91750,yes,no,no,unknown,Selfemployeed,14237,2
*********,52,F,2,High School,Single,NY,91750,no,yes,no,cellular,Retirees,44071,2
*********,31,M,1,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,44698,1
*********,47,F,5,Uneducated,Married,CA,91750,no,no,no,unknown,Blue-collar,18439,2
*********,50,F,0,Graduate,Married,CA,91750,yes,yes,no,telephone,Govt,28323,3
*********,42,F,2,Unknown,Married,TX,91750,yes,yes,no,cellular,Blue-collar,12512,3
*********,48,M,2,High School,Single,CA,91750,no,no,no,cellular,Businessman,115498,1
*********,39,M,2,High School,Single,FL,91750,no,yes,no,cellular,Blue-collar,60577,2
*********,55,F,3,Post-Graduate,Unknown,TX,91750,no,no,yes,cellular,Businessman,220595,3
*********,51,M,3,Post-Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,42092,1
*********,47,M,4,Uneducated,Married,NY,91750,yes,no,no,cellular,Blue-collar,66411,1
*********,43,F,4,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,38771,1
*********,54,M,2,High School,Married,CA,91750,no,no,no,cellular,Govt,119104,2
*********,49,F,0,Graduate,Married,TX,91750,no,yes,no,unknown,Govt,21188,1
*********,53,F,2,Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,13600,3
*********,47,M,1,Graduate,Married,TX,91750,no,no,no,cellular,Retirees,56565,1
*********,47,F,0,Graduate,Married,FL,91750,no,yes,yes,cellular,White-collar,38259,2
*********,52,F,5,Graduate,Single,TX,91750,no,yes,yes,cellular,White-collar,50129,1
*********,42,M,3,Graduate,Single,FL,91750,yes,no,no,cellular,Retirees,61330,2
*********,41,M,5,Unknown,Unknown,GA,91750,yes,no,no,unknown,White-collar,108672,1
*********,47,F,4,Graduate,Single,TX,91750,no,no,yes,cellular,Selfemployeed,11150,1
*********,53,F,1,High School,Single,CA,91750,yes,no,no,cellular,White-collar,33915,1
*********,47,M,4,High School,Married,CA,91750,yes,yes,no,cellular,Govt,73962,3
*********,54,F,4,Unknown,Married,CA,91750,yes,yes,no,cellular,Retirees,36022,3
*********,45,F,2,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,44956,1
*********,44,F,4,Uneducated,Single,TX,91750,no,no,no,cellular,Selfemployeed,52717,3
*********,40,F,4,Graduate,Single,CA,91750,yes,no,no,unknown,Businessman,16725,2
*********,48,M,2,Graduate,Married,NJ,91750,yes,no,no,telephone,White-collar,95965,1
*********,47,F,5,Graduate,Married,NY,91750,no,no,no,cellular,Retirees,23257,3
*********,44,M,4,Graduate,Married,NY,91750,yes,no,no,telephone,White-collar,66212,2
*********,49,M,2,Doctorate,Single,CA,91750,no,no,yes,cellular,Selfemployeed,86420,2
*********,53,M,2,High School,Single,NY,91750,no,yes,no,cellular,Retirees,63887,2
*********,55,F,1,Graduate,Unknown,CA,91750,no,no,yes,cellular,Blue-collar,12373,2
*********,52,F,4,Uneducated,Single,CA,91750,no,yes,no,cellular,Blue-collar,10604,1
*********,46,M,4,High School,Single,NY,91750,yes,no,no,unknown,Businessman,179997,1
*********,46,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,11588,2
*********,55,F,2,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,14975,1
*********,41,M,4,Uneducated,Married,CA,91750,no,no,no,cellular,Retirees,80840,1
*********,49,F,2,Unknown,Married,TX,91750,yes,yes,no,unknown,Blue-collar,12445,3
*********,57,F,3,Post-Graduate,Married,CA,91750,no,yes,yes,cellular,White-collar,30206,2
*********,50,M,3,Graduate,Single,NY,91750,yes,no,no,cellular,Blue-collar,68950,1
*********,54,F,1,Graduate,Married,TX,91750,yes,yes,yes,cellular,Govt,32073,2
*********,51,F,2,Unknown,Married,TX,91750,no,no,no,cellular,Businessman,52811,2
*********,49,F,4,Graduate,Single,FL,91750,no,yes,yes,unknown,Businessman,23844,2
*********,53,F,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,209926,1
*********,59,M,0,Unknown,Married,NJ,91750,no,no,no,telephone,Retirees,76846,1
*********,65,F,0,High School,Married,NJ,91750,no,no,no,cellular,Businessman,33675,2
*********,37,F,2,High School,Married,TX,91750,yes,yes,yes,cellular,Selfemployeed,51900,1
*********,51,F,2,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,14975,1
*********,26,F,1,High School,Single,FL,91750,no,yes,no,cellular,Blue-collar,32823,2
*********,47,F,4,Unknown,Single,TX,91750,no,yes,no,unknown,Selfemployeed,16670,1
*********,53,F,1,High School,Unknown,TX,91750,no,yes,no,cellular,White-collar,128211,2
*********,57,M,4,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,73371,1
*********,51,F,0,Doctorate,Married,TX,91750,no,no,no,cellular,Selfemployeed,9535,2
*********,37,F,1,Graduate,Married,TX,91750,no,yes,yes,cellular,White-collar,22329,1
*********,41,F,2,Graduate,Married,TX,91750,yes,yes,yes,cellular,Businessman,43253,1
*********,45,M,4,Graduate,Single,FL,91750,yes,no,no,unknown,Businessman,118381,1
*********,36,M,4,Graduate,Married,CA,91750,no,no,yes,cellular,White-collar,119274,2
*********,57,M,2,Unknown,Single,IA,91750,yes,yes,no,cellular,Govt,115203,3
*********,42,M,4,Graduate,Married,NY,91750,yes,no,yes,cellular,Retirees,71764,3
*********,46,F,2,Graduate,Unknown,FL,91750,yes,yes,no,unknown,Govt,27454,2
*********,45,M,3,Graduate,Single,TX,91750,yes,yes,no,cellular,White-collar,101185,1
*********,48,M,2,Graduate,Single,AZ,90025,yes,yes,no,cellular,White-collar,117903,1
*********,57,M,3,Post-Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,89211,3
*********,43,F,3,Unknown,Married,NY,91750,no,yes,no,cellular,Selfemployeed,24132,1
*********,51,M,3,High School,Single,CA,91750,no,no,no,cellular,Govt,56215,3
*********,23,M,3,Graduate,Single,NY,91750,yes,no,yes,cellular,White-collar,113257,3
*********,36,F,1,Graduate,Married,CA,91750,yes,no,yes,cellular,Businessman,56950,1
*********,39,M,1,High School,Single,TX,91750,no,yes,yes,cellular,White-collar,118482,1
*********,44,F,2,Uneducated,Married,OR,91750,yes,yes,no,cellular,Selfemployeed,14975,2
*********,55,F,1,Uneducated,Unknown,TX,91750,yes,no,no,unknown,Selfemployeed,39474,3
*********,48,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,90708,3
*********,51,M,2,Graduate,Married,NY,91750,yes,no,no,cellular,White-collar,62207,1
*********,57,M,2,High School,Single,FL,91750,yes,no,no,cellular,Govt,86061,1
*********,47,M,1,High School,Married,FL,91750,no,no,yes,unknown,White-collar,142186,2
*********,53,M,1,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,116314,1
*********,50,F,1,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,25503,2
*********,43,F,3,Graduate,Married,NY,91750,no,no,no,cellular,Blue-collar,50003,2
*********,52,M,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Retirees,53374,3
*********,43,F,4,Unknown,Single,TX,91750,yes,no,no,unknown,Selfemployeed,12846,3
*********,52,M,1,Uneducated,Married,NY,91750,no,no,no,cellular,White-collar,126094,2
*********,49,F,3,Unknown,Unknown,NY,91750,yes,no,no,cellular,White-collar,15540,3
*********,56,F,3,High School,Married,CA,91750,yes,no,no,unknown,Selfemployeed,24455,2
*********,22,M,4,Unknown,Unknown,NJ,91750,yes,no,yes,unknown,Govt,115680,2
*********,36,F,3,High School,Married,NY,91750,no,no,no,cellular,Businessman,35185,2
*********,54,M,2,Graduate,Single,NY,91750,no,no,no,telephone,Blue-collar,71892,3
*********,37,M,3,Uneducated,Unknown,NY,91750,yes,no,no,cellular,Blue-collar,69115,2
*********,44,F,2,Graduate,Single,NY,91750,yes,no,no,telephone,Businessman,32887,2
*********,49,F,2,Graduate,Unknown,CA,91750,yes,no,no,cellular,Selfemployeed,42568,2
*********,46,F,4,Uneducated,Married,CA,91750,yes,yes,yes,unknown,White-collar,36968,2
*********,50,F,3,High School,Married,NY,91750,no,no,yes,cellular,Businessman,237124,3
*********,48,F,2,Graduate,Married,CA,91750,no,no,no,telephone,Selfemployeed,14975,3
*********,40,M,5,High School,Single,NY,91750,yes,yes,yes,cellular,Businessman,155097,3
*********,36,F,2,Uneducated,Single,FL,91750,no,no,no,cellular,Selfemployeed,20577,3
*********,53,M,2,Graduate,Single,CA,91750,no,yes,no,cellular,Govt,80933,2
*********,53,M,0,Uneducated,Single,CA,90275,yes,yes,no,cellular,White-collar,147537,3
*********,47,F,3,Uneducated,Married,FL,91750,no,yes,no,unknown,Selfemployeed,36936,2
*********,42,F,4,Uneducated,Married,TX,91750,no,yes,yes,cellular,Selfemployeed,14397,3
*********,44,F,3,Unknown,Single,FL,91750,no,yes,yes,telephone,Blue-collar,19414,2
*********,41,F,2,Graduate,Married,CA,91750,no,no,no,unknown,Businessman,30183,2
*********,40,M,2,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,66678,2
*********,50,M,3,High School,Married,FL,91750,yes,no,no,cellular,Blue-collar,112996,2
*********,50,M,1,Doctorate,Married,TX,91750,no,yes,no,cellular,White-collar,147696,2
*********,52,F,4,Graduate,Unknown,FL,91750,no,yes,no,cellular,Retirees,22647,2
*********,47,F,4,Post-Graduate,Single,CA,91750,no,yes,no,cellular,White-collar,45172,2
*********,45,F,2,High School,Single,TX,91750,no,no,no,unknown,White-collar,35216,2
*********,41,F,4,Unknown,Married,FL,91750,no,no,no,telephone,Govt,33313,2
*********,57,F,2,Doctorate,Married,CA,91750,no,yes,yes,cellular,Retirees,57568,2
*********,39,F,2,Doctorate,Married,NY,91750,no,yes,yes,cellular,Selfemployeed,14975,2
*********,48,F,2,High School,Married,CA,91750,no,yes,yes,cellular,Selfemployeed,14975,2
*********,39,F,2,High School,Single,CA,91750,no,yes,no,cellular,Selfemployeed,9535,2
*********,56,F,1,Graduate,Married,TX,91750,no,no,no,unknown,Retirees,27492,3
*********,40,F,3,High School,Married,NY,91750,no,no,no,cellular,Selfemployeed,23783,2
*********,40,M,4,High School,Married,MI,91750,yes,yes,no,cellular,White-collar,91552,3
*********,50,F,1,Graduate,Married,CA,91750,no,yes,no,cellular,Govt,29411,2
*********,49,F,4,Graduate,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,30862,2
*********,51,M,1,High School,Single,FL,91750,no,no,no,unknown,Businessman,65840,2
*********,47,M,2,Graduate,Married,TX,91750,yes,yes,no,cellular,White-collar,110796,2
*********,39,M,2,Graduate,Married,TX,91750,no,yes,no,unknown,Retirees,38051,3
*********,56,F,1,Uneducated,Married,PA,91750,no,no,no,cellular,Selfemployeed,2565,3
*********,53,M,2,Post-Graduate,Single,CO,91750,no,yes,no,telephone,Businessman,140591,2
*********,45,M,2,Graduate,Single,NJ,91750,no,yes,no,cellular,Selfemployeed,42835,2
*********,43,F,3,Uneducated,Married,TX,91750,yes,no,no,cellular,Businessman,207019,2
*********,42,M,4,Doctorate,Married,FL,91750,no,no,no,cellular,White-collar,109699,2
*********,41,F,0,High School,Married,TX,91750,no,no,no,telephone,White-collar,28141,2
*********,58,M,2,Graduate,Married,NJ,91750,yes,no,no,cellular,Blue-collar,51851,3
*********,42,M,4,Uneducated,Married,NY,91750,no,no,no,cellular,Selfemployeed,73394,2
*********,37,M,4,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,65446,2
*********,50,F,1,Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,14435,2
*********,54,F,2,Unknown,Married,NY,91750,no,no,no,cellular,Businessman,20506,2
*********,47,M,2,High School,Married,OR,91750,yes,no,no,cellular,Selfemployeed,67851,3
*********,42,M,4,Graduate,Unknown,TX,91750,yes,yes,no,telephone,Govt,66374,2
*********,49,F,4,Unknown,Single,FL,91750,no,yes,no,cellular,Govt,36025,2
*********,60,F,1,Uneducated,Married,TX,91750,no,yes,no,cellular,Businessman,55125,2
*********,51,F,1,High School,Single,CA,91750,no,no,no,unknown,Businessman,18232,2
*********,52,M,4,Graduate,Single,TX,91750,yes,no,no,cellular,White-collar,56763,2
*********,46,F,4,Graduate,Single,NY,91750,no,no,no,cellular,Govt,47337,1
*********,34,M,1,Graduate,Unknown,AK,99504,no,no,no,cellular,Selfemployeed,70751,2
*********,60,F,0,Uneducated,Married,NY,91750,yes,no,no,cellular,Blue-collar,16523,3
*********,48,F,3,Post-Graduate,Married,TX,91750,yes,no,no,cellular,Govt,51233,1
*********,45,F,2,Graduate,Married,TX,91750,yes,yes,no,cellular,White-collar,56519,2
*********,41,M,3,Unknown,Married,NY,91750,no,yes,no,cellular,Businessman,102852,1
*********,40,M,3,Uneducated,Married,FL,91750,yes,yes,yes,cellular,White-collar,63390,3
*********,52,M,2,Post-Graduate,Single,FL,91750,no,yes,no,cellular,Blue-collar,113431,1
*********,39,F,1,Graduate,Married,CA,90094,no,no,no,cellular,White-collar,145292,1
*********,38,F,3,High School,Unknown,CA,91750,no,yes,no,cellular,Retirees,27552,1
*********,36,F,2,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,22190,3
*********,41,M,3,Graduate,Married,NY,91750,yes,yes,no,cellular,White-collar,64978,1
*********,52,F,1,Uneducated,Single,TX,91750,yes,no,no,cellular,Selfemployeed,14975,2
*********,55,M,2,High School,Married,MO,91750,no,yes,no,cellular,Selfemployeed,50152,1
*********,49,M,2,Doctorate,Married,TX,91750,yes,yes,no,cellular,White-collar,122023,1
*********,50,F,1,Unknown,Single,FL,91750,no,yes,no,cellular,Retirees,23938,2
*********,57,M,2,Graduate,Married,NY,91750,yes,yes,yes,cellular,Businessman,45454,1
*********,49,F,5,Post-Graduate,Unknown,CA,91750,no,no,no,telephone,Selfemployeed,53605,1
*********,56,F,3,High School,Married,FL,91750,yes,no,no,cellular,Selfemployeed,14975,2
*********,40,F,4,Uneducated,Married,TX,91750,no,no,yes,cellular,Selfemployeed,5525,2
*********,50,F,0,High School,Single,CA,91750,yes,yes,no,unknown,Retirees,22489,1
*********,51,M,1,Unknown,Single,CA,91750,no,no,no,unknown,Govt,115886,1
*********,60,F,1,Graduate,Single,NY,91750,yes,yes,no,cellular,Govt,58741,1
*********,40,F,4,Unknown,Single,CA,91750,no,no,no,unknown,White-collar,37898,1
*********,39,F,1,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,13158,3
*********,53,F,3,Graduate,Married,CO,91750,yes,yes,no,cellular,Businessman,176864,3
*********,48,F,1,Uneducated,Married,NY,91750,yes,yes,no,unknown,Selfemployeed,8250,2
*********,55,F,0,Graduate,Single,TX,91750,yes,no,yes,cellular,Selfemployeed,14975,3
*********,47,F,5,Graduate,Single,CA,91750,no,no,no,telephone,White-collar,22755,2
*********,43,M,2,Unknown,Single,TX,91750,yes,no,no,cellular,Selfemployeed,78229,2
*********,39,F,2,Graduate,Married,FL,91750,no,yes,no,unknown,Govt,34482,1
*********,53,M,2,Unknown,Married,FL,91750,no,yes,no,cellular,White-collar,61310,2
*********,35,M,1,Doctorate,Single,CA,91750,no,no,no,cellular,Retirees,96972,2
*********,30,M,0,Graduate,Married,FL,91750,yes,no,no,cellular,Blue-collar,10075,1
*********,47,F,2,Unknown,Married,TX,91750,yes,yes,no,cellular,White-collar,18342,2
*********,33,F,2,Doctorate,Unknown,TX,91750,no,no,no,unknown,Selfemployeed,12150,3
*********,55,M,1,Graduate,Married,TX,91750,yes,yes,yes,cellular,Retirees,42002,3
*********,44,F,4,Graduate,Married,FL,91750,no,yes,no,cellular,Blue-collar,52798,2
*********,46,F,3,Graduate,Married,CA,91750,no,yes,yes,cellular,Retirees,22553,1
*********,50,M,4,Graduate,Married,FL,91750,yes,no,no,cellular,Govt,62201,3
*********,61,M,0,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,66385,2
*********,43,F,4,High School,Single,TX,91750,yes,yes,no,cellular,Businessman,49637,1
*********,47,F,3,Uneducated,Married,NY,91750,no,no,no,cellular,Govt,33522,1
*********,52,F,1,Unknown,Single,FL,91750,no,yes,yes,cellular,Businessman,189926,1
*********,38,M,4,Graduate,Married,NJ,91750,yes,no,no,cellular,Govt,50489,2
*********,41,M,3,Unknown,Married,AR,72120,no,yes,no,cellular,Selfemployeed,101259,3
*********,52,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,White-collar,94222,2
*********,46,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,9535,2
*********,45,F,4,Graduate,Married,TX,91750,yes,yes,no,cellular,Businessman,58067,3
*********,58,F,2,Graduate,Single,TX,91750,no,no,no,cellular,Blue-collar,15525,2
*********,50,F,0,High School,Single,MO,91750,yes,yes,no,cellular,White-collar,220531,2
*********,48,M,3,High School,Unknown,FL,91750,no,no,no,cellular,Retirees,100216,3
*********,43,M,2,High School,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,76804,3
*********,34,F,1,High School,Married,NJ,91750,no,yes,no,cellular,Selfemployeed,22914,2
*********,48,M,4,Unknown,Single,NY,91750,no,yes,no,cellular,White-collar,76743,3
*********,26,F,0,Graduate,Single,FL,91750,yes,no,no,cellular,Govt,24608,2
*********,49,M,5,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,43986,3
*********,54,F,2,Uneducated,Single,CA,91750,no,yes,no,cellular,Blue-collar,25256,3
*********,50,M,3,Post-Graduate,Married,CA,91750,no,no,yes,cellular,Blue-collar,62929,2
*********,41,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,White-collar,105498,1
*********,56,F,3,Graduate,Married,NY,91750,yes,no,no,unknown,Govt,20664,3
*********,38,F,2,Graduate,Single,TX,91750,no,no,no,cellular,White-collar,22834,3
*********,36,F,2,Uneducated,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,19577,3
*********,61,M,0,Graduate,Single,CA,91750,yes,no,no,cellular,Govt,49877,3
*********,43,F,4,Graduate,Married,NY,91750,yes,no,no,unknown,White-collar,17202,1
*********,57,F,1,High School,Single,CA,91750,no,yes,no,unknown,Selfemployeed,15637,2
*********,38,M,2,Graduate,Single,CA,91750,yes,no,no,cellular,Govt,70243,3
*********,48,F,3,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,48720,2
*********,44,M,3,Post-Graduate,Married,FL,91750,yes,no,no,telephone,Blue-collar,47648,1
*********,39,F,3,Unknown,Married,TX,91750,no,yes,yes,cellular,Govt,34733,2
*********,55,M,2,Uneducated,Single,CA,91750,no,yes,no,cellular,Businessman,67920,3
*********,49,M,2,Unknown,Single,CA,91750,no,no,no,cellular,Blue-collar,48335,3
*********,57,F,2,Unknown,Married,FL,91750,no,yes,no,cellular,Blue-collar,57598,1
*********,40,M,4,High School,Married,UT,91750,no,yes,yes,unknown,Blue-collar,28729,2
*********,43,M,2,High School,Married,NY,91750,no,yes,yes,unknown,Blue-collar,76415,2
*********,37,M,3,Graduate,Married,FL,91750,yes,no,no,telephone,Blue-collar,95307,2
*********,39,M,1,Unknown,Single,CA,91750,no,yes,no,cellular,Selfemployeed,90497,1
*********,49,F,4,Unknown,Married,FL,91750,no,yes,no,unknown,Businessman,51274,3
*********,37,M,2,Unknown,Single,CA,91750,no,no,no,cellular,Govt,52040,3
*********,45,F,4,Graduate,Unknown,FL,91750,no,yes,yes,cellular,Selfemployeed,14099,2
*********,34,M,3,Post-Graduate,Unknown,CA,91750,yes,yes,no,cellular,Selfemployeed,63556,2
*********,49,M,1,Unknown,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,24146,3
*********,62,F,1,Uneducated,Married,FL,91750,no,yes,no,cellular,Blue-collar,26310,3
*********,51,F,2,Uneducated,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,13547,1
*********,28,F,1,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,2565,3
*********,57,F,1,Graduate,Married,TX,91750,no,no,no,cellular,Govt,21397,1
*********,55,M,2,Doctorate,Single,CA,91750,yes,yes,yes,unknown,Govt,81588,3
*********,55,M,2,Unknown,Single,NY,91750,no,yes,no,cellular,White-collar,115216,1
*********,56,F,2,High School,Married,TX,91750,yes,no,no,telephone,Businessman,22499,3
*********,42,F,2,Unknown,Single,TX,91750,no,no,no,cellular,Businessman,201560,2
*********,62,M,0,Graduate,Unknown,CA,91750,no,yes,no,cellular,Govt,84885,2
*********,48,F,2,Graduate,Married,TX,91750,yes,no,no,unknown,Businessman,22323,1
*********,22,M,2,Graduate,Married,TX,91750,yes,no,no,cellular,Businessman,158267,3
*********,41,M,3,Unknown,Married,CA,91750,no,yes,no,cellular,Govt,61777,2
*********,44,M,2,Graduate,Married,AZ,86503,yes,yes,yes,cellular,White-collar,54079,2
*********,50,F,3,High School,Married,TX,91750,no,no,no,unknown,Selfemployeed,27773,2
*********,44,M,1,High School,Married,CA,91750,yes,no,no,cellular,Blue-collar,10618,3
*********,51,M,3,Uneducated,Married,TX,91750,no,yes,no,cellular,Businessman,90785,2
*********,47,M,3,Doctorate,Unknown,NY,91750,no,no,no,cellular,White-collar,75177,2
*********,37,F,2,Graduate,Married,CA,91750,yes,yes,yes,cellular,Retirees,41316,1
*********,34,M,3,Unknown,Unknown,NY,91750,no,no,no,cellular,Blue-collar,85200,2
*********,37,F,1,Uneducated,Single,FL,91750,yes,no,no,unknown,Businessman,25825,3
